url,data,titulo,texto,fonte
https://exame.com/invest/mercados/operadora-de-cassinos-maverick-gaming-entra-com-pedido-de-falencia-nos-eua/,2025-07-14,"Operadora de cassinos, Maverick Gaming entra com pedido de falência nos EUA","Os altos custos operacionais, incluindo obrigações elevadas de aluguel, pressionaram ainda mais as finanças da empresa (Getty Images/Exame) Redatora Publicado em14 de julho de 2025 às20h06. A operadora decassinose salas de jogosMaverick Gaming, com sede emWashington, entrou com pedido defalêncianesta segunda-feira após passar por umareestruturação de dívidaem 2024. De acordo com documentos judiciais apresentados ao Tribunal de Falências do Distrito Sul do Texas, aempresa declarou ativos e passivos entre US$ 100 milhões e US$ 500 milhões, segundo a Bloomberg. Atualmente, aMaverick opera o portfólio de 27 propriedades nos estados de Nevada, Washington e Colorado. Em 2024, a companhia concluiu uma troca de dívida, com injeção de novos recursos e extensão de dois anos no vencimento de seus compromissos. O novo acordo também incluiu uma cláusula de pagamento em espécie, permitindo à empresa quitar os juros por meio da capitalização do principal, em vez de pagamento imediato em dinheiro. No entanto, a partir do primeiro trimestre de 2025, a empresa passou a ser obrigada a pagar os juros em dinheiro. De acordo com relatório da S&P Global Ratings, aoperadora de cassinosenfrentava dificuldades financeiras provocadas pelo enfraquecimento da economia local e pelas demissões no setor de tecnologia, que afetaram diretamente a base de clientes. Além disso, os altos custos operacionais, incluindo obrigações elevadas de aluguel, pressionaram ainda mais as finanças da empresa. O documento destacou ainda que o risco de inadimplência já havia sido sinalizado em relatório de junho de 2024, que elevou a nota de crédito da Maverick de “D” para “CCC”, ainda considerada uma classificação altamente especulativa, com perspectiva negativa. Na época, a agência alertou que a empresa poderia entrar em default ou reestruturar sua dívida nos 12 meses seguintes, dependendo de condições financeiras e econômicas favoráveis. No mês passado, a S&P Global Ratings retirou todas as classificações de crédito da empresa, alegando falta de informações suficientes para manutenção do rating. ""No momento da retirada, nossa perspectiva para a empresa era negativa"", informou em relatório. A Maverick é liderada pelo CEO Eric Persson, ex-executivo do Las Vegas Sands econhecido no meio do pôquerpor participar de torneios transmitidos por plataformas como o Bally’s Big Bet Poker. Moeda americana subiu 0,66%, refletindo também o cenário doméstico, com a prévia do PIB vindo abaixo do que o esperado O presidente dos Estados Unidos impôs uma taxação de 30% sobre produtos importados do México e União Europeia Fundo de pensão do Banco do Brasil é um dos minoritários que acionou a CVM para que AGE sobre fusão entre frigoríficos fosse adiada As ações da Petrobras (PETR4) recuaram 1,16%, enquanto as da Vale (VALE3) caíram 1,30% 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/pop/antes-dos-shows-da-turne-cowboy-carter-musicas-ineditas-de-beyonce-sao-roubadas-durante-assalto/,2025-07-14,"Antes dos shows da turnê Cowboy Carter, músicas inéditas de Beyoncé são roubadas durante assalto","Beyoncé: cantora é conhecida por hits como ""Single Ladies"" e ""Halo"" ( Kevin Mazur/WireImage for Parkwood/Getty Images for National Geographic Magazine) Repórter Publicado em14 de julho de 2025 às20h05. Última atualização em14 de julho de 2025 às20h09. Faltando poucos dias para o início das apresentações deCowboy Carterem Atlanta, Geórgia, um incidente de roubo envolveu itens pessoais deBeyoncé, incluindo discos rígidos com músicas inéditas, planos de filmagem para o show e listas de faixas antigas e futuras. A polícia de Atlanta recebeu o relato de um roubo ocorrido próximo ao evento, quando objetos foram furtados de um veículo estacionado, segundo o site daRolling Stone americana. De acordo com um boletim de ocorrência registrado em 8 de julho, o coreógrafo deBeyoncé, Christopher Grant, e a dançarina Diandre Blue informaram que estacionaram um Jeep Wagoneer alugado na Rua Krog por volta das 20h e, ao retornarem uma hora depois, encontraram o vidro do porta-malas danificado e duas malas desaparecidas. Grant declarou à polícia que carregava ""informações pessoais sigilosas da cantora Beyoncé"" e que os discos rígidos roubados continham ""músicas com marca d'água, algumas músicas inéditas, planos de filmagem para o show e listas de músicas antigas e futuras"", conforme registrado no boletim. Até o momento, a cantora não se manifestou publicamente sobre o incidente. A polícia informou que um par de AirPods Pro, roubados do veículo, foi rastreado até uma localização não divulgada no relatório. ""Fiz uma abordagem suspeita na área devido às informações recebidas"", relatou um dos policiais. ""Havia vários veículos conectados aos AirPods na região. Após investigação, um carro prateado (informação omitida), que havia se deslocado para a zona 5, estava se movendo simultaneamente ao rastreador dos AirPods."" Um representante do Departamento de Polícia deAtlantaafirmou que ""as informações divulgadas são preliminares e podem ser ajustadas conforme a investigação avance ou novas informações surjam."" Além dos itens já mencionados, um laptop, roupas e um par de óculos de sol de grife também foram reportados como furtados. Banda americana vai se apresentar em São Paulo, Minas Gerais e Brasília Os exemplos estão na ‘lista de espera’ do Vocabulário Ortográfico da Língua Portuguesa, e podem ser reconhecidos como parte do idioma em breve Mudanças climáticas podem ter intensificado a ação dos insetos na Abadia de Pannonhalma, diz restauradora Quando o assunto é super-herói, a versão de Gunn ocupa a primeira posição das maiores aberturas de 2025, à frente de ""Capitão América: Admirável Mundo Novo"" e ""Thunderbolts*"" 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/ciencia/orcas-oferecem-presas-a-humanos-como-brincadeira-mas-cientistas-alertam-para-propositos-sombrios/,2025-07-14,"Orcas oferecem presas a humanos como brincadeira, mas cientistas alertam para propósitos 'sombrios'","A imagem mostra uma orca submersa em águas verdes, oferece um pedaço de fígado de raia-águia para a pesquisadora Ingrid N. Visser (Orca Research Trust/Divulgação) Repórter Publicado em14 de julho de 2025 às19h40. É muito comum que pessoas e seusanimais de estimaçãousem brincadeiras para estimular a interação. Entre as mais praticadas pelos pets envolve levar objetos ao dono para jogos ou presenteá-los com pequenas presas. Por outro lado, esse hábito também ocorre nos mares pelasorcas selvagens, que recorrem às presas para interagir com mergulhadores. De acordo com uma pesquisa publicada em junho noJournal of Comparative Psychology, entre 2004 e 2024, foram registrados34 casos de orcas(Orcinus orca) oferecendo objetos para seres humanos. A pesquisa, conduzida por Jared Towers (instituto Bay Cetology, Canadá), Ingrid N. Visser (instituto Orca Research Trust, Nova Zelândia) e Vanessa Prigollini (ONG Marine Education Association, México), registra esses episódios em diversosoceanos ao redor do mundo. Os pesquisadores relataram que as orcas aparentemente oferecem presas ou outros itens a seres humanos em várias situações: 11 vezes com pessoas na água, 21 vezes em embarcações e o restante em áreas costeiras.Em muitos desses casos, as orcas aguardavam uma reação das pessoas antes de reagir, o que sugere que esses comportamentos podem ser mais do que simples coincidência. Para os cientistas, esses registros são indicativos de um comportamento potencialmente altruísta, em que as orcas poderiam estar explorando as interações com os humanos. “Esse comportamento pode ser um dos primeiros relatos de um predador selvagem utilizando suas presas de forma a envolver diretamente os humanos, o que pode sugerir uma convergência evolutiva no intelecto entre golfinhos e primatas”, explicam os autores. O estudo destaca que interações desse tipo entre animais selvagens e seres humanos são raras.Além das orcas, outros casos semelhantes incluem lobos alimentando crianças abandonadas ou focas-leopardos (Hydrurga leptonyx) oferecendo presas para mergulhadores. O compartilhamento de presas entre animais, geralmente relacionado ao parentesco, abre espaço para algumas interpretações sobre o comportamento das orcas. Uma possível explicação é que, ao dividir presas, as orcas demonstrariam uma forma de tolerância ou até cooperação, com o objetivo de evitar conflitos ou garantir reciprocidade no futuro. No caso dos golfinhos, conhecidos por sua cooperação com outras espécies, isso também sugeriria comportamentos altruístas. As orcas, pertencentes à mesma família dos golfinhos, têm habilidades cognitivas sofisticadas e são altamente sociais. A resposta varia. Muitos ignoram a ação, mas houve uma ocasião em que uma pessoa pegou uma ave, o airo (Uria aalge), oferecida pela orca, e depois a devolveu à água. Curiosamente, a orca recuperou o animal e o devolveu à pessoa. Outro exemplo incluiu uma ave morta (torda-miúda-do-pacífico, Synthliboramphus antiquus) sendo recolhida por pessoas, que a devolveram à água, e uma orca então a ofereceu de volta. Os pesquisadores sugerem que a motivação pode ser uma forma de curiosidade ou até uma tentativa de interação. Orcas já foram observadas caçando cooperativamente com humanos naAustráliae, possivelmente, naRússia, o que poderia indicar um desejo de desenvolver uma relação com nossa espécie. “Oferecer itens pode ser uma maneira de praticar comportamentos culturais ou explorar as interações com os humanos, ao mesmo tempo em que aprende com essas experiências”, afirmam os cientistas. No entanto, há uma possibilidade mais sombria que os pesquisadores não deixam de mencionar. Em orcas em cativeiro, é sabido que elas podem usar presas mortas para atrair outras espécies e, eventualmente, matá-las. Mesmo nas orcas selvagens, há registros de matanças excessivas e interações com espécies não predatórias até a morte, o que coloca em alerta os pesquisadores sobre os riscos de buscar tais interações. 15 a 20 milhões de anos antes do surgimento dos primeiros dinossauros, que os sinapsídeos dominaram o topo da cadeia alimentar, predadores vorazes e implacáveis Estudo revela que até 100 galáxias ""fantasmas"" podem estar orbitando a Via Láctea, desafiando os limites da observação astronômica e oferecendo novas perspectivas sobre a matéria escura Fenômeno ganhou esse nome em razão do crescimento dos chifres dos cervos no início do verão no Hemisfério Norte A Elevação do Rio Grande está localizada a cerca de 1.200 quilômetros da costa do Rio Grande do Sul e se ergue desde a base oceânica, a cerca de 5.000 metros de profundidade 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/esferabrasil/apesar-da-instabilidade-brasil-atrai-capital-estrangeiro-e-reforca-posicao-de-destaque-em-2025/,2025-07-14,"Apesar da instabilidade, Brasil atrai capital estrangeiro e reforça posição de destaque em 2025","Projeções do Banco Central apontam que, em 2025, deverão ser recebidos cerca de US$ 70 bilhões em Investimento Direto no País (RHJ/Getty Images) Plataforma de conteúdo Publicado em14 de julho de 2025 às19h36. Mesmo em um cenário global de incertezas e volatilidade, o Brasil segue como destino relevante para o investimento estrangeiro em 2025. Projeções doBanco Centralapontam que, neste ano, deverão ser recebidos cerca de US$ 70 bilhões em Investimento Direto no País (IDP) – montante próximo ao registrado em 2024 e que demonstra a resiliência do Brasil no radar de grandes grupos internacionais. Em outubro do ano passado, a Organização para a Cooperação e Desenvolvimento Econômico (OCDE) posicionou o Brasil como o segundo maior destino de investimento estrangeiro direto (IED) no mundo, atrás apenas dosEstados Unidos. Esses recursos – aplicados principalmente em compra de empresas, instalação de fábricas e novos projetos – têm perfil de longo prazo e não são afetados por oscilações de curto prazo no mercado. Isso explica por que, mesmo com a maior fuga de dólares dos últimos quatro anos, o País viu o ingresso líquido de capital produtivo superar expectativas em 2024. Estimativas da ApexBrasil indicam que mais da metade do valor investido no ano passado foi direcionado a projetosgreenfield, ou seja, criados do zero, com destaque para setores como automóveis, biotecnologia, energias renováveis e tecnologia da informação. Parte desse interesse tem relação com os fundamentos da economia brasileira: mercado interno robusto, riqueza natural, posição geográfica estratégica e capacidade produtiva diversificada. Além disso, o movimento global de “nearshoring” – busca por fornecedores mais próximos geograficamente – favorece o País, principalmente no contexto das tensões comerciais entre Estados Unidos e China. Setores em destaque Gigantes globais vêm ampliando sua presença no Brasil. A Chevron, por exemplo, liderou um consórcio com a chinesa CNPC e adquiriu nove blocos na bacia da foz do Amazonas, uma área considerada nova fronteira exploratória de petróleo e gás. ExxonMobil ePetrobrastambém venceram leilões na região, reforçando o interesse no potencial da costa norte brasileira, mesmo diante dos desafios ambientais. No setor de tecnologia, o Brasil se prepara para receber novos investimentos eminfraestrutura digital. A Huawei, que já fornece soluções paradata centers, aguarda incentivos fiscais do governo para ampliar sua atuação. O País também tem atraído empresas como ByteDance, controladora do TikTok, interessadas na instalação de centros de dados impulsionados pela oferta de energia renovável e por um mercado digital em expansão. Apesar das críticas de analistas quanto à combinação de juros elevados, câmbio volátil e instabilidade política, os números indicam que os investidores de longo prazo continuam confiando no Brasil. Em 2024, o reinvestimento de lucros por empresas estrangeiras no País chegou a US$ 33 bilhões – sinal claro de comprometimento com o ambiente local. No mesmo ano, o estoque total de IDP atingiu US$ 1,3 trilhão, o equivalente a 46,8% do PIB. Na América Latina, o Brasil lidera com folga os principais índices de referência globais. Representa 60% do MSCI LatAm, sendo também destaque entreemergentespor oferecer ações com baixa precificação e títulos de renda fixa com retorno atrativo. Segundo o Itaú BBA, o País apresentavaluationaté 23% inferior à sua própria média histórica, o que torna o momento estratégico para investidores que buscam oportunidades de valorização. Apelidado de “PL da Devastação” por críticos, o projeto poderá ser votado antes do recesso parlamentar, previsto para 17/7 Após anos de expectativas e entraves, a região vive agora seu momento de expansão Em junho, foram bloqueados aproximadamente R$ 445 milhões para cumprir a meta fiscal A norma técnica, elaborada com apoio da ABVE e em diálogo com o Corpo de Bombeiros e o governo do estado, deve ser publicada ainda em julho 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/economia/cni-pede-ao-governo-para-negociar-com-os-estados-unidos-adiamento-da-tarifa-por-90-dias/,2025-07-14,CNI pede ao governo para negociar com os Estados Unidos adiamento da tarifa por 90 dias,"Palácio do Planalto: pedido foi apresentado em reunião virtual convodada nesta segunda-feira, 14, pelo presidente daCNI, Ricardo Alban, com os presidentes das federações das indústrias de todo o país e com a secretária de Comércio Exterior do MDIC, Tatiana Lacerda Prazeres (Leandro Fonseca/Exame) Repórter especial de Macroeconomia Publicado em14 de julho de 2025 às19h02. Última atualização em14 de julho de 2025 às19h22. A Confederação Nacional da Indústria (CNI) pediu ao governo que negocie com osEstados Unidosumadiamento mínimo de 90 dias naaplicação das novastarifasanunciadas pelo presidenteDonald Trump. A carta enviada por Trump ao presidenteLuiz Inácio Lula da Silvainformou que a sobretaxa de 50% valerá a partir de 1º de agosto. Entretanto, o ato executivo do governo norte-americano ainda não foi publicado. O pedido foi apresentado em reunião virtual convodada nesta segunda-feira, 14, pelo presidente da Confederação Nacional da Indústria (CNI), Ricardo Alban, com os presidentes das federações das indústrias de todo o país e com a secretária de Comércio Exterior do Ministério do Desenvolvimento, Indústria, Comércio e Serviços (MDIC),Tatiana Lacerda Prazeres. A entidade informou que o prazo é considerado essencial para que a indústria brasileira possa analisar de forma mais aprofundada os efeitos da medida, além de buscar soluções diplomáticas para evitar perdas mais amplas. Segundo a CNI, a secretária a assegurou que as ponderações serão encaminhadas ao governo. A estimativa preliminar apresentada durante a reunião, informou a CNI, aponta para uma possível perda de pelo menos 110 mil postos de trabalho, caso a medida entre em vigor nos termos anunciados, além de forte impacto negativo no Produto Interno Bruto (PIB). Os participantes também destacaram a importância de conduzir o processo com prudência, equilíbrio e diálogo técnico, preservando os canais institucionais entre os dois países e reforçando a necessidade de cooperação para manter relações comerciais estáveis e previsíveis. Como mostrou aEXAME, o vice-presidente e ministro do Desenvolvimento, Indústria, Comércio e Serviços,Geraldo Alckmin, afirmou nesta segunda-feira, 14, que se reunirá nesta terça-feira, 15, comempresários daindústriae doagronegóciopara debater o tarifaço. As reuniões serão conduzidas por meio do Comitê Interministerial de Negociação e Contramedidas Econômicas e Comerciais, que será criado pelo presidente Luiz Inácio Lula da Silva por meio do decreto que regulamenta a lei da reciprocidade, que deve ser publicado até esta terça. Segundo Alckmin, a primeira reunião ocorrerá às 10h e terá representantes dos setores de aviação, aço, alumínio, celulose, máquinas, calçados, móveis e autopeças. Além da pasta comandada por Alckmin, farão parte do comitê representantes da Casa Civil, do Ministério da Fazenda, do Ministério de Relações Exteriores. Na parte da tarde, às 14h, Alckmin terá reuniões com empresários dos setores de suco de laranja, carnes, frutas, mel, couro e pescados. Representantes do Ministério da Agricultura, do Ministério do Desenvolvimento Agrário e do Ministério da Pesca também participarão desta reunião. Além das empresas brasileiras, Alckmin afirmou que buscará diálogo com entidades e companhias norte-americanas. Ministro participou de cerimônia em que Lula assinou MP que isenta a taxa de verificação dos taxímetros Estimativa era de que os IPC registrasse alta de 1,9%, mas surpreendeu o mercado com uma taxa de 1,6% na comparação com o mês anterior. A inflação anualizada também desacelerou para 39,4% Ministro participou de cerimônia em que Lula assinou MP que isenta a taxa de verificação dos taxímetros O vice-presidente da República também negou que tenha solicitado aos Estados Unidos uma redução das tarifas de 50% para 30% ou 20% 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/agro/preco-do-suco-de-laranja-nos-eua-atinge-maior-valor-4-meses-tarifas-de-trump-ameacam-fornecimento/,2025-07-14,Preço do suco de laranja nos EUA atinge maior valor 4 meses em meio à ameaça de Trump,"Copo com suco de laranja e laranjas cortadas ao meio ao lado (Getty Images) Redatora Publicado em14 de julho de 2025 às18h57. Última atualização em14 de julho de 2025 às19h45. Os contratos futuros desuco de laranjasubiram até 8,7% nesta segunda-feira, 14, eatingiram o maior patamar em quatro meses em Nova York. A disparada ocorre em meio à preocupação do mercado com a ameaça do presidente dosEstados Unidos,Donald Trump, de impor umatarifa de 50% sobre produtos importados do Brasil,colocando em risco o fornecimento da commodity aos EUA. O contrato mais ativo alcançou US$ 3,1385 por libra-peso, o maior nível desde 6 de março. A escalada nos preços começou na última semana após oanúncio das novas tarifas, previstas para entrar em vigor em agosto, com impacto potencial sobre uma série decommodities, como carne bovina, café e suco de laranja. O Brasil é o principal fornecedor de suco de laranja para o mercado norte-americano. Em 2024, as importações americanas somaram cerca de US$ 1 bilhão, segundo dados do Departamento de Agricultura dos EUA (USDA). O México, segundo maior exportador para os EUA, representa aproximadamente um terço do volume embarcado pelo Brasil. O Brasil lidera a produção global de café arábica, cujos contratos futuros também subiram nesta segunda-feira, com alta intradiária de até 4,4%, a maior desde abril. Estrutura terá como foco a centralização de serviços administrativos, como finanças, controladoria, contabilidade, jurídico e atendimento interno Unidade será construída em Passo Fundo, com produção estimada em 25,6 mil toneladas por ano Pesquisador, nascido em Iowa, desenvolveu sementes de trigo resistentes a doenças e de alto rendimento, além de novas variedades de arroz Cidade no interior de São Paulo sediará uma das etapas do Global Champions Arabians Tour, circuito internacional dedicado à valorização dos cavalos árabes 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/negocios/o-ceo-que-ficou-milionario-comprando-empresa-que-ninguem-queria-e-vai-faturar-us-25-milhoes/,2025-07-14,O CEO que ficou milionário comprando empresa que ninguém queria – e vai faturar US$ 25 milhões,"Dan Schweber: conheça técnica usada por CEO para empreender sem fundar um negócio Redatora Publicado em14 de julho de 2025 às18h29. Dan Schweberestava cansado das limitações da carreira corporativa.Consultor frustrado e funcionário de startups que acabavam sendo absorvidas por grandes grupos, ele resolveu apostar em algo diferente. Em 2019, ingressou no MBA executivo da Universidade Columbia. Lá, conheceu o conceito desearch fund, que mudaria sua trajetória. As informações foram retiradas doBusiness Insider. O modelo é simples: em vez de criar um negócio do zero,o empreendedor capta recursos para comprar uma empresa já existente, lucrativa e com base de clientes. Muitas dessas empresas são lideradas por empresários prestes a se aposentar e atuam em setores operacionais e pouco atrativos, mas altamente rentáveis. Desde 1984, esse tipo de operação vem ganhando força entre formandos das principais escolas de negócios dos EUA. Entre 2020 e 2024, mais de US$ 1,5 bilhão foi investido nesse modelo. A média de retorno para investidores chega a 35% ao ano. Schweber levou 22 meses até encontrar a empresa ideal. Foram mais de 3.500 e-mails enviados, 375 ligações com donos de empresas e seis cartas de intenção assinadas. A virada aconteceu quando ele descobriu aAtlantic Duct Cleaning, na Virgínia, nos Estados Unidos. Era umaempresa de limpeza de dutos fundada em 1995com receita de US$ 4 milhões anuais e margens atrativas. Em maio de 2022, após minuciosa análise e com apoio de 15 investidores e financiamento complementar, Schweber comprou a Atlantic. Ele se tornou CEO de uma equipe com mais de 60 pessoas. Nos primeiros meses, sua prioridade foi conquistar a confiança do time e aprender o dia a dia da operação. Mas, diferente de um fundador que começa pequeno, o empreendedor por aquisição precisa entregar crescimento rápido. E é isso o que ele pretende fazer. O plano de Schweber é ambicioso:elevar o faturamento da empresa para US$ 25 milhões até 2028. Para isso, aposta em novas unidades, mais rotas, expansão de serviços e estrutura profissionalizada. A história deSchweber representa uma tendência nas finanças corporativas: usar capital alavancado para adquirir negócios rentáveis e assumir posição de liderança imediata. Exige conhecimento financeiro, perfil empreendedor e muita resiliência. Mas o retorno financeiro e pessoal pode ser transformador. Por isso, a EXAME, em parceria com a Saint Paul Escola de Negócios, lançou oPré-MBA em Finanças Corporativas— um treinamento criado para quem quer dominar a lógica dos números e utilizá-la como diferencial na trajetória profissional,por R$37,00. Rede de cafeterias lançou mão de um programa de demissões voluntárias para aqueles que não queiram se adaptar às novas regras Ele passou a vida trabalhando em design. Hoje, ele usa esses conhecimentos para tocar um negócio de meio milhão O recall voluntário foi iniciado após a descoberta de que 883 pães continham avelãs ""secretos"" Esse ""Tinder para amigos"" virou febre no Reino Unido 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nas principais tendências de carreira e do mercado. E-mail inválido Carreira 3.0",Exame
https://exame.com/negocios/em-passo-para-reestruturacao-starbucks-diminui-trabalho-remoto-entre-diretores-e-vice-presidentes/,2025-07-14,"Em passo para reestruturação, Starbucks diminui trabalho remoto entre diretores e vice-presidentes","Starbucks: depois que dois homens foram presos por estarem em uma loja da rede sem consumir nada, a empresa resolveu fazer um treinamento com mais de 175.000 funcionários (Getty Images/Divulgação) Redator Publicado em14 de julho de 2025 às18h24. Os executivos da rede de cafeteriasStarbucksforam informados pelo CEO global,Brian Niccol, que terão de comparecer mais vezes aos escritórios da empresa. A nova política, que deve entrar em vigor ainda neste ano, prevê que os funcionários como vice-presidentes e diretores passarão de três para quatro dias com trabalho presencial. Esse movimento deve ter início até o fim de setembro em cidades como Seattle, nos Estados Unidos; e Toronto, no Canadá, para depois ser replicado em todas as operações da rede na América do Norte. ""Estar presencialmente também nos ajuda a construir e fortalecer nossa cultura. À medida que trabalhamos para recuperar o negócio, tudo isso importa mais do que nunca"", disse Niccol em comunicado. “Queremos que líderes e gestores de pessoas estejam fisicamente presentes com suas equipes.” A mudança faz parte do plano dereestruturaçãoda empresa, que tenta diminuir os custos de sua operação diante do aumento das incertezas como ainflação do café. A rede está oferecendo um programa de desligamento voluntário com pagamento em dinheiro para funcionários que não queiram cumprir os novos requisitos. Ele passou a vida trabalhando em design. Hoje, ele usa esses conhecimentos para tocar um negócio de meio milhão O recall voluntário foi iniciado após a descoberta de que 883 pães continham avelãs ""secretos"" Esse ""Tinder para amigos"" virou febre no Reino Unido Com apenas US$ 100 e um aspirador, Amber Starling criou um negócio de limpeza que fatura meio milhão por ano 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/economia/rui-costa-diz-que-governo-nao-tem-proposta-alternativa-sobre-iof/,2025-07-14,Rui Costa diz que governo não tem 'proposta alternativa' sobre IOF,"Agência de notícias Publicado em14 de julho de 2025 às18h24. Na véspera da audiência de conciliação com o Congresso determinada peloSupremo Tribunal Federal (STF), o ministro da Casa Civil, Rui Costa, reiterou que o governo vai defender a manutenção dos decretos presidenciais que elevaram oImposto sobre Operações Financeiras (IOF). As normas foram derrubadas depois pelo Congresso, o que gerou uma ação da Advocacia-Geral da União (AGU) na Corte e, posteriormente, a decisão do ministro Alexandre de Moraes pela instalação de uma mesa de negociações. — A posição oficial do governo é que o decreto está regular. O governo pediu que o STF se manifeste. Então não há proposta alternativa. A nossa posição é de defesa do decreto — afirmou Rui. Questionado se o Planalto poderia propor manter oIOFpara operações hoje isentas, como moeda em espécie, ele enfatizou: — O governo não fará negociação sobre este tema. A fala do ministro ocorreu logo após uma cerimônia noPalácio do Planaltoem que o presidenteLuiz Inácio Lula da Silvaassinou uma medida provisória com isenção da taxa de verificação dos taxímetros — hoje de R$ 52 — tanto na aquisição dos equipamentos quanto nas inspeções periódicas, que passarão a ser realizadas a cada dois anos, em vez de anualmente. A estimativa do governo é que a medida gere uma economia de R$ 9 milhões para a categoria. A iniciativa faz parte de uma ofensiva mais ampla do governo para se reaproximar de segmentos populares, em um momento de desgaste na opinião pública. De acordo com a última pesquisa Quaest, divulgada em junho, a desaprovação aogoverno Lulachegou a 57%, o maior índice desde o início do terceiro mandato. No entanto, ministros e assessores afirmam que os trackings internos mostram sinais de recuperação, especialmente após a reação coordenada do Planalto ao tarifaço anunciado por Donald Trump contra produtos brasileiros. Estimativa era de que os IPC registrasse alta de 1,9%, mas surpreendeu o mercado com uma taxa de 1,6% na comparação com o mês anterior. A inflação anualizada também desacelerou para 39,4% Ministro participou de cerimônia em que Lula assinou MP que isenta a taxa de verificação dos taxímetros O vice-presidente da República também negou que tenha solicitado aos Estados Unidos uma redução das tarifas de 50% para 30% ou 20% Medida provisória seria assinada pelo presidente Lula e tem como propósito reduzir custos e mitigar a exigência de revisão anual para a cada dois anos 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
https://exame.com/economia/inflacao-na-argentina-surpreende-e-tem-alta-menor-do-que-o-esperado-em-junho/,2025-07-14,Inflação na Argentina surpreende e tem alta menor do que o esperado em junho,"Agência de notícias Publicado em14 de julho de 2025 às18h16. A inflação daArgentinaaumentou um pouco menos do que o esperado em junho, outra vitória para o presidenteJavier Mileiantes das eleições legislativas de outubro, depois que um grande componente sazonal reduziu o valor de maio para o nível mais baixo em cinco anos. Os preços ao consumidor aumentaram 1,6% no mês passado em relação a maio, menos do que a estimativa mediana dos economistas pesquisados pelaBloomberg, de 1,9%. A inflação anualizada desacelerou para 39,4%, de acordo com dados oficiais divulgados na segunda-feira. A taxa de 1,5% de maio foi a mais baixa desde maio de 2020. Habitação, água, eletricidade e outros combustíveis tiveram o maior impacto sobre o valor de junho, de acordo com dados oficiais. Alimentos, bebidas e vestuário registraram os menores aumentos de preços. Nas duas primeiras semanas de julho, o valor do peso caiu cerca de 5%, embora os economistas esperem um impacto limitado sobre os preços. A moeda foi enfraquecida pela maior demanda sazonal por dólares antes das férias de inverno naAmérica do Sule pela tensão eleitoral antes das eleições legislativas. Na semana passada, o Senado aprovou projetos de lei que colocam em risco o superávit fiscal alcançado por Milei, um dos pilares de seu programa econômico. AArgentinairá às urnas em outubro para renovar grande parte do Congresso, tendo a economia como tema central. Em setembro, a província deBuenos Aires- que abriga cerca de 40% da população - realizará eleições legislativas locais. Um resultado favorável aMileipoderia convencer os investidores de que suas reformas pró-mercado vieram para ficar. Ministro participou de cerimônia em que Lula assinou MP que isenta a taxa de verificação dos taxímetros O vice-presidente da República também negou que tenha solicitado aos Estados Unidos uma redução das tarifas de 50% para 30% ou 20% Medida provisória seria assinada pelo presidente Lula e tem como propósito reduzir custos e mitigar a exigência de revisão anual para a cada dois anos Saldo chegou a US$ 586 bilhões, com redirecionamento das exportações dos EUA para países asiáticos 01 02 03 exame no whatsapp Receba as notícias da Exame no seu WhatsApp Nos acontecimentos mais relevantes do Brasil e mundo. E-mail inválido Desperta",Exame
